budget,seats,body_type,priority,car_price,family_score,performance_score,city_score,luxury_score,offroad_score,safety_score,efficiency_score,chosen
1831091,5,SUV,offroad,20000000,7,8,0,8,10,10,0,0
2530924,4,Micro SUV,offroad,645000,10,10,10,10,4,10,10,0
2156214,7,MPV,luxury,1075000,10,10,0,10,4,10,10,1
1152180,7,SUV,city,1164000,10,10,10,10,6,10,10,0
3215951,6,SUV,safety,1450000,10,10,7,10,6,10,5,0
4316551,4,SUV,city,24000000,7,8,0,8,10,10,0,0
3222466,4,SUV,performance,1020000,10,10,0,10,6,10,10,1
4321376,6,Sedan,luxury,8500000,7,8,0,8,0,10,0,0
4346935,7,SUV,efficiency,1750000,10,10,0,10,6,10,0,0
3594562,6,Compact SUV,safety,750000,10,10,3,10,4,10,10,0
4722468,7,Coupe,efficiency,18500000,8,10,0,10,4,10,0,0
758549,4,Sedan,family,5000000,10,10,0,10,0,10,6,0
3633465,7,Crossover,efficiency,770000,10,10,10,10,4,10,10,0
677210,4,Compact Sedan,efficiency,650000,9,10,10,10,0,10,10,1
4899736,6,Sedan,family,1250000,10,10,0,10,0,10,10,0
3534844,7,SUV,performance,32500000,4,8,0,8,10,10,0,0
4415313,5,Sedan,efficiency,22000000,7,8,0,8,0,10,3,0
3910763,7,Sedan,efficiency,970000,10,10,0,10,0,10,10,0
1889080,7,MPV,efficiency,13500000,10,10,0,10,4,10,6,0
1622538,5,Sedan,performance,5100000,7,8,4,8,0,10,5,0
3103319,4,Hatchback,luxury,630000,9,10,6,10,4,8,10,1
4714631,7,MPV,offroad,545000,3,6,10,0,0,5,10,0
606640,7,Sedan,efficiency,5100000,7,8,4,8,0,10,5,0
4784552,7,Pickup,safety,2150000,6,6,0,2,4,9,0,0
1038348,4,Sedan,performance,18000000,10,10,0,10,0,10,3,0
4543937,7,Coupe SUV,efficiency,950000,10,10,0,10,4,10,10,0
4343959,7,SUV,performance,1650000,10,10,0,10,6,10,10,1
829286,7,SUV,performance,1450000,10,10,7,10,6,10,5,0
1862082,5,Compact SUV,safety,1180000,5,0,6,6,0,5,0,0
1289728,7,Hatchback,city,410000,4,0,10,2,0,8,10,0
2594061,4,SUV,city,13900000,10,10,0,10,10,10,0,0
900097,7,Coupe,offroad,21000000,10,10,0,10,0,10,0,0
1997046,5,Compact SUV,family,1180000,5,0,6,6,0,5,0,0
1997694,5,Sedan,safety,6950000,7,8,0,8,0,10,0,0
3641189,5,Off-Road SUV,performance,1180000,10,10,3,10,8,10,10,0
2043766,6,Compact SUV,family,625000,10,10,6,10,4,10,10,0
1273472,4,Crossover,offroad,780000,10,10,10,10,4,10,10,0
4189697,5,Coupe SUV,luxury,1850000,10,10,0,10,4,10,0,1
2232418,5,SUV,performance,8300000,7,8,0,8,10,10,0,0
3454835,5,Coupe SUV,safety,15500000,7,8,0,8,8,10,0,0
3705804,4,SUV,efficiency,2050000,7,8,0,8,6,10,3,0
4094712,7,Coupe,efficiency,4950000,6,8,0,4,0,9,0,0
3426571,6,Coupe,luxury,21000000,10,10,0,10,0,10,0,0
1238002,6,Coupe SUV,family,11800000,10,10,0,10,8,10,0,0
3166139,6,Sedan,offroad,5500000,7,8,0,8,0,10,0,0
2800736,7,SUV,offroad,9200000,10,10,0,10,10,10,0,0
649636,4,SUV,efficiency,1450000,10,10,7,10,6,10,5,0
3424464,7,SUV,safety,3650000,7,8,0,8,6,9,0,0
4411107,4,Pickup,family,2150000,6,6,0,2,4,9,0,0
956006,7,SUV,family,1650000,10,10,0,10,6,10,10,0
496372,7,Sedan,luxury,4950000,10,10,0,10,0,10,9,0
4210659,7,Sedan,offroad,1220000,10,10,8,10,0,10,10,0
2667100,5,Sedan,offroad,5500000,7,8,0,8,0,10,0,0
4440697,5,SUV,safety,2700000,10,10,0,10,2,10,0,1
4056235,5,SUV,performance,1599000,10,10,0,10,6,10,10,1
1502869,7,Sedan,city,21500000,7,8,0,8,4,10,0,0
955895,7,SUV,efficiency,1035000,6,10,3,6,2,8,10,0
4862905,4,Coupe,family,18500000,8,10,0,10,4,10,0,0
912999,7,SUV,efficiency,14200000,10,10,0,10,10,10,0,0
2986788,7,Coupe SUV,offroad,1100000,10,10,0,10,4,10,10,0
1209049,6,MPV,city,2570000,10,10,10,10,4,10,10,0
1416093,4,SUV,offroad,32500000,4,8,0,8,10,10,0,0
4827550,5,SUV,family,24000000,7,8,0,8,10,10,0,0
3516092,5,Coupe SUV,safety,950000,10,10,0,10,4,10,10,1
3731141,5,Sedan,safety,685000,10,10,10,10,0,10,10,1
3449609,4,Sedan,luxury,8500000,7,8,0,8,0,10,0,0
4985252,6,SUV,safety,1020000,10,10,0,10,6,10,10,0
3675892,5,SUV,city,7400000,10,10,0,10,10,10,6,0
1434766,4,Hatchback,performance,410000,4,0,10,2,0,8,10,0
986281,7,SUV,safety,28500000,10,10,0,10,10,10,0,0
2422027,4,Compact SUV,family,750000,10,10,3,10,4,10,10,1
3529344,4,SUV,performance,13900000,10,10,0,10,10,10,0,0
2980271,6,SUV,city,1035000,6,10,3,6,2,8,10,0
1162179,5,MPV,family,545000,3,6,10,0,0,5,10,0
899818,6,Sedan,city,19000000,10,10,0,10,0,10,0,0
2952292,4,SUV,city,14500000,7,8,0,8,10,10,0,0
4335628,4,Coupe,offroad,7700000,7,8,0,8,0,10,0,0
2364271,4,SUV,family,32500000,4,8,0,8,10,10,0,0
2183428,6,SUV,performance,2050000,7,8,0,8,6,10,3,0
1019575,7,Sedan,performance,4950000,6,8,0,4,0,9,0,0
3644473,6,SUV,efficiency,1250000,10,10,3,10,6,10,10,0
4857228,7,SUV,luxury,10200000,10,10,0,10,10,10,6,0
1292575,5,Crossover,offroad,1350000,10,10,0,10,4,10,5,0
1419819,5,Coupe SUV,performance,1100000,10,10,0,10,4,10,10,1
1100336,4,SUV,safety,1750000,10,10,0,10,6,10,0,0
1721532,7,SUV,family,7000000,10,10,0,10,10,10,0,0
1078979,7,SUV,city,14500000,7,8,0,8,10,10,0,0
4844125,6,SUV,city,1020000,10,10,0,10,6,10,10,0
3611661,7,SUV,efficiency,13900000,10,10,0,10,10,10,0,0
4513294,4,MPV,city,1205000,10,10,4,10,4,10,10,0
4137725,4,SUV,efficiency,14000000,10,10,0,10,10,10,0,0
4407267,5,Hatchback,city,730000,10,10,3,10,0,10,10,0
3972240,7,Sedan,efficiency,15000000,10,10,0,10,4,10,0,0
1621186,6,Coupe SUV,safety,11800000,10,10,0,10,8,10,0,0
2520911,6,Pickup,offroad,2850000,10,10,0,10,8,10,0,0
4182098,6,SUV,offroad,1035000,6,10,3,6,2,8,10,0
4332558,5,SUV,city,1300000,10,10,3,10,10,10,10,0
1127183,7,Micro SUV,efficiency,630000,10,10,10,10,4,10,10,0
4018141,5,Coupe SUV,family,5600000,7,8,0,6,4,9,0,0
776783,6,SUV,city,5050000,10,10,0,10,6,10,8,0
937503,6,Sedan,luxury,5100000,7,8,4,8,0,10,5,0
1900269,4,SUV,luxury,28500000,10,10,0,10,10,10,0,0
3437314,4,Sedan,city,7400000,7,8,0,6,4,10,0,0
1490687,7,Sedan,efficiency,1180000,10,10,0,10,0,10,10,0
2024909,7,Sedan,family,18000000,10,10,0,10,0,10,0,0
732645,4,SUV,luxury,1599000,10,10,0,10,6,10,10,0
4050250,4,SUV,efficiency,1200000,10,10,0,10,6,10,10,1
4480078,6,Sedan,luxury,4100000,10,10,0,10,0,10,0,0
4245687,7,Coupe SUV,family,11800000,10,10,0,10,8,10,0,0
4062163,4,Hatchback,city,590000,9,10,10,10,0,10,10,1
2799208,5,Sedan,performance,7400000,7,8,0,6,4,10,0,0
420556,6,SUV,offroad,1100000,10,10,7,10,6,10,10,0
2483044,7,SUV,performance,1120000,10,10,10,10,6,10,10,0
1486936,5,Hatchback,luxury,530000,7,4,6,8,4,6,10,1
2769519,7,SUV,luxury,1599000,10,10,0,10,6,10,10,0
3125032,4,Crossover,performance,4750000,7,8,0,8,0,10,0,0
3943142,4,SUV,offroad,7150000,7,8,0,8,10,10,0,0
532054,4,SUV,city,13900000,10,10,0,10,10,10,0,0
680733,6,Sedan,city,4950000,6,8,0,4,0,9,0,0
1997639,7,MPV,family,3850000,10,10,0,10,4,10,6,0
1948094,4,SUV,safety,1595000,10,10,4,10,6,10,10,1
3792648,7,MPV,offroad,3850000,10,10,0,10,4,10,6,0
4167772,4,SUV,family,14500000,7,8,0,8,10,10,0,0
3827729,7,SUV,city,7500000,10,10,0,10,6,10,3,0
444495,6,Coupe SUV,luxury,1100000,10,10,0,10,4,10,10,0
3023026,5,Coupe,safety,4950000,6,8,0,4,0,9,0,0
3463991,6,SUV,safety,1020000,5,8,0,4,6,4,9,0
4443145,7,SUV,city,1750000,4,6,0,2,6,1,3,0
882332,5,SUV,city,2150000,10,10,0,10,2,10,0,0
3324806,7,Hatchback,city,435000,7,0,10,8,4,10,10,0
2109576,6,Sedan,safety,5500000,7,8,0,8,0,10,0,0
1522000,7,SUV,city,17800000,7,8,0,8,10,10,0,0
2798390,5,MPV,efficiency,890000,10,10,8,10,4,10,10,1
3588638,5,Coupe,efficiency,7700000,7,8,0,8,0,10,0,0
4843857,5,SUV,efficiency,7150000,7,8,0,8,10,10,0,0
597893,7,SUV,efficiency,10000000,10,10,0,10,10,10,0,0
3705281,5,MPV,safety,675000,10,10,6,10,4,10,10,1
3129932,6,Coupe,safety,18500000,8,10,0,10,4,10,0,0
517839,7,Crossover,city,9500000,10,10,0,10,8,10,0,0
2143446,4,Compact SUV,safety,4850000,10,10,0,10,4,10,0,0
953485,6,SUV,city,1109000,10,10,0,10,6,10,10,0
435107,6,SUV,luxury,2050000,7,8,0,8,6,10,3,0
4022953,5,SUV,performance,5050000,10,10,0,10,6,10,8,0
4621686,7,SUV,city,9800000,10,10,0,10,10,10,3,0
1122654,6,Sedan,luxury,655000,10,10,10,10,0,10,10,0
4699770,4,SUV,safety,635000,10,10,6,10,6,10,10,1
1800001,4,Coupe SUV,safety,1850000,10,10,0,10,4,10,0,0
3619558,5,Hatchback,performance,5600000,3,6,3,4,0,9,0,0
963159,5,Sedan,luxury,22000000,7,8,0,8,0,10,3,0
2812106,7,SUV,city,24000000,7,8,0,8,10,10,0,0
1039324,7,Compact SUV,family,7200000,7,8,0,8,8,10,0,0
3931345,6,SUV,efficiency,28500000,10,10,0,10,10,10,0,0
2813705,4,Gran Turismo,efficiency,7850000,10,10,0,10,0,10,3,0
3360308,7,SUV,safety,10500000,7,8,0,8,10,10,0,0
4127178,7,MPV,efficiency,2100000,10,10,0,10,0,10,3,0
1876814,7,Compact SUV,efficiency,5100000,10,10,0,10,0,10,9,0
3588322,5,SUV,luxury,28500000,10,10,0,10,10,10,0,0
3067972,4,SUV,family,20000000,7,8,0,8,10,10,0,0
4634812,4,Hatchback,safety,725000,10,10,10,10,0,10,10,1
2484263,6,SUV,family,1550000,10,10,0,10,10,10,3,0
3108997,5,SUV,luxury,1164000,10,10,10,10,6,10,10,1
1306399,7,SUV,city,1750000,10,10,0,10,6,10,0,0
4141706,7,SUV,luxury,1035000,6,10,3,6,2,8,10,0
3320353,5,SUV,offroad,1950000,10,10,0,10,2,10,6,0
2535357,5,Sedan,luxury,15000000,10,10,0,10,4,10,0,0
4715513,4,SUV,luxury,1120000,10,10,0,10,6,10,10,1
4158098,6,MPV,efficiency,2100000,10,10,0,10,0,10,3,0
4392155,4,Compact SUV,offroad,1180000,5,0,6,6,0,5,0,0
3307087,7,MPV,efficiency,2100000,10,10,0,10,0,10,3,0
2161918,5,MPV,city,3100000,10,8,0,10,0,10,0,0
2804000,6,SUV,safety,2150000,10,10,0,10,2,10,0,0
4571861,7,Off-Road SUV,offroad,37500000,7,8,0,8,8,10,0,0
2738388,7,Hatchback,luxury,410000,4,0,10,2,0,8,10,0
3441878,6,Sedan,safety,1250000,10,10,0,10,0,10,10,0
3042212,5,Hatchback,safety,5600000,3,6,3,4,0,9,0,0
4121751,7,SUV,city,1599000,10,10,0,10,6,10,10,0
3687200,6,Crossover,city,770000,10,10,10,10,4,10,10,0
4890296,6,SUV,offroad,5600000,7,8,0,6,6,10,0,0
4345288,5,SUV,family,1400000,10,10,0,10,6,10,10,1
2619711,7,SUV,luxury,3100000,10,10,0,10,6,10,10,0
976158,7,Compact SUV,offroad,4850000,10,10,0,10,4,10,0,0
1849692,4,Hatchback,city,610000,10,10,6,10,4,10,10,0
1910303,7,Coupe SUV,safety,1100000,10,10,0,10,4,10,10,0
3929334,4,Sedan,performance,5000000,10,10,0,10,0,10,6,0
4041893,5,SUV,luxury,1120000,10,10,0,10,6,10,10,1
3240962,4,SUV,city,6900000,7,8,0,8,6,10,0,0
1854510,7,SUV,efficiency,20000000,7,8,0,8,10,10,0,0
1047573,4,SUV,efficiency,1100000,10,10,7,10,6,10,10,0
1818633,4,SUV,city,10200000,10,10,0,10,6,10,0,0
1531654,5,Sedan,safety,4950000,6,8,0,4,0,9,0,0
3986421,5,SUV,family,1595000,10,10,4,10,6,10,10,1
4886813,7,SUV,safety,145000000,7,8,0,8,10,10,0,0
2319247,5,Sedan,family,1180000,10,10,0,10,0,10,10,1
3208332,4,SUV,city,820000,10,10,3,10,6,10,10,0
2568159,5,Sedan,safety,21500000,7,8,0,8,4,10,0,0
469848,7,Hatchback,efficiency,660000,10,10,10,10,0,10,10,0
4539168,7,Hatchback,family,4400000,3,8,3,4,0,9,3,0
1307032,7,SUV,luxury,3800000,10,10,0,10,6,10,0,0
4335392,5,Micro SUV,performance,630000,10,10,10,10,4,10,10,1
2803990,5,SUV,luxury,3600000,7,8,0,8,10,10,0,0
4850193,7,SUV,performance,10500000,7,8,0,8,10,10,0,0
1864495,6,SUV,performance,2150000,10,10,0,10,2,10,0,0
4434352,7,SUV,offroad,7000000,10,10,0,10,10,10,0,0
2652350,7,SUV,safety,4400000,7,8,0,8,6,10,0,0
2185386,6,Off-Road SUV,performance,1180000,10,10,3,10,8,10,10,0
2829976,6,Sedan,city,8500000,7,8,0,8,0,10,0,0
4160075,5,MPV,efficiency,1075000,10,10,0,10,4,10,10,1
1722309,5,Coupe SUV,efficiency,15500000,7,8,0,8,8,10,0,0
1222397,4,Sedan,performance,4950000,10,10,0,10,0,10,9,0
1072818,6,Sedan,performance,22000000,7,8,0,8,0,10,3,0
2926163,7,MPV,family,1075000,10,10,0,10,4,10,10,1
2741129,6,Pickup,family,3550000,10,10,0,8,8,10,0,0
2361269,7,Pickup,performance,3550000,10,10,0,8,8,10,0,0
4465318,7,SUV,city,7150000,7,8,0,8,10,10,0,0
675903,6,Sedan,city,1250000,10,10,0,10,0,10,10,0
4962331,5,SUV,safety,145000000,7,8,0,8,10,10,0,0
2920227,5,SUV,luxury,1020000,10,10,0,10,6,10,10,1
1298378,4,SUV,safety,9800000,10,10,0,10,10,10,3,0
574568,4,Coupe SUV,offroad,15500000,7,8,0,8,8,10,0,0
1344553,4,SUV,family,10800000,10,10,0,10,10,10,0,0
4065504,4,SUV,performance,1450000,10,10,0,10,6,10,10,1
1930067,4,Sedan,efficiency,21500000,7,8,0,8,4,10,0,0
2218651,7,Coupe SUV,city,1100000,10,10,0,10,4,10,10,0
3102476,6,MPV,family,13500000,10,10,0,10,4,10,6,0
1515713,7,SUV,efficiency,5950000,10,10,0,10,6,10,9,0
516251,7,SUV,city,14200000,10,10,0,10,10,10,0,0
3140926,4,SUV,offroad,7200000,10,10,0,10,10,10,9,0
441904,7,Sedan,performance,685000,10,10,10,10,0,10,10,0
2584093,5,SUV,luxury,1400000,10,10,0,10,6,10,10,1
1489261,7,SUV,offroad,17500000,7,8,0,8,10,10,0,0
2738831,6,Hatchback,performance,725000,10,10,10,10,0,10,10,0
4202679,4,MPV,luxury,675000,10,10,6,10,4,10,10,1
2877998,7,SUV,luxury,5600000,7,8,0,6,6,10,0,0
3798004,5,SUV,safety,3650000,7,8,0,8,6,9,0,1
500136,5,MPV,offroad,2025000,10,10,10,10,4,10,10,0
2970118,7,SUV,safety,7000000,7,8,0,8,10,10,0,0
3221903,7,SUV,luxury,1020000,10,10,0,10,6,10,10,0
586161,7,MPV,city,1070000,10,10,4,10,4,10,10,0
4645784,7,SUV,safety,1164000,10,10,10,10,6,10,10,0
748384,7,MPV,offroad,1205000,10,10,4,10,4,10,10,0
4199199,4,SUV,efficiency,145000000,7,8,0,8,10,10,0,0
2270451,5,MPV,city,1205000,10,10,4,10,4,10,10,0
2741860,4,SUV,offroad,28500000,10,10,0,10,10,10,0,0
1128346,7,Hatchback,city,4600000,3,8,3,4,0,9,3,0
3079484,7,SUV,efficiency,14000000,10,10,0,10,10,10,0,0
2255285,6,SUV,family,10200000,10,10,0,10,10,10,6,0
1467476,4,SUV,efficiency,9200000,7,8,0,8,10,10,0,0
3266995,7,Crossover,luxury,1350000,10,10,0,10,4,10,5,0
1526706,7,SUV,luxury,8300000,7,8,0,8,10,10,0,0
2731707,7,SUV,efficiency,2050000,7,8,0,8,6,10,3,0
3025516,5,Hatchback,safety,850000,10,6,6,10,0,10,5,1
2387388,6,MPV,performance,1070000,10,10,4,10,4,10,10,1
3413061,5,SUV,city,1120000,10,10,10,10,6,10,10,1
2242790,6,SUV,offroad,10500000,7,8,0,8,10,10,0,0
2165597,6,SUV,city,2190000,7,8,0,6,6,9,0,0
3862019,7,SUV,luxury,28500000,10,10,0,10,10,10,0,0
3435070,4,Coupe SUV,offroad,15500000,7,8,0,8,8,10,0,0
1125123,5,Off-Road SUV,offroad,19500000,7,8,0,8,8,10,0,0
2144723,5,Hatchback,safety,5600000,3,6,3,4,0,9,0,0
512575,6,Coupe SUV,performance,1850000,10,10,0,10,4,10,0,0
1741216,7,Sedan,safety,19000000,10,10,0,10,0,10,0,0
4804615,6,Sedan,efficiency,655000,10,10,10,10,0,10,10,0
2360483,6,SUV,safety,24000000,7,8,0,8,10,10,0,0
3227116,5,Coupe,family,18500000,8,10,0,10,4,10,0,0
3680618,4,SUV,city,9200000,7,8,0,8,10,10,0,0
3418130,4,SUV,offroad,5600000,7,8,0,6,6,10,0,0
1491822,7,Sedan,city,1220000,10,10,8,10,0,10,10,0
1487516,5,SUV,luxury,32500000,4,8,0,8,10,10,0,0
3701261,7,Crossover,family,4750000,7,8,0,8,0,10,0,0
1458385,5,SUV,luxury,17500000,7,8,0,8,10,10,0,0
3925336,4,Off-Road SUV,family,37500000,7,8,0,8,8,10,0,0
2877612,6,Crossover,safety,770000,10,10,10,10,4,10,10,0
1055853,5,SUV,city,8500000,7,6,0,8,6,10,0,0
767263,6,SUV,performance,1595000,10,10,4,10,6,10,10,0
4021387,4,Sedan,city,685000,10,10,10,10,0,10,10,1
803405,4,Compact SUV,luxury,5600000,7,8,0,6,4,10,0,0
4933299,4,Crossover,efficiency,1350000,10,10,0,10,4,10,5,0
2001118,7,Hatchback,luxury,660000,10,10,10,10,0,10,10,0
3703667,5,SUV,safety,6200000,7,6,0,8,2,10,0,0
2315231,4,SUV,efficiency,1650000,10,10,0,10,6,10,10,1
4784834,6,Crossover,performance,1350000,10,10,0,10,4,10,5,0
2006912,6,SUV,family,14000000,10,10,0,10,10,10,0,0
2567791,4,SUV,family,14000000,10,10,0,10,10,10,5,0
937840,4,Pickup,safety,2850000,10,10,0,10,8,10,0,0
4532367,5,Coupe SUV,offroad,1850000,10,10,0,10,4,10,0,0
3106809,5,Crossover,efficiency,780000,10,10,10,10,4,10,10,1
2076924,7,SUV,offroad,4300000,7,8,0,8,10,10,0,0
500851,5,Hatchback,performance,660000,10,10,10,10,0,10,10,0
3265575,6,Sedan,family,8500000,7,8,0,8,0,10,0,0
4068129,4,Coupe SUV,efficiency,1850000,10,10,0,10,4,10,0,0
4545308,6,Sedan,offroad,685000,10,10,10,10,0,10,10,0
2886439,7,SUV,safety,145000000,7,8,0,8,10,10,0,0
3940626,5,SUV,family,1035000,6,10,3,6,2,8,10,0
1936443,5,SUV,family,3600000,7,8,0,8,10,10,0,0
869058,4,SUV,city,1595000,10,10,4,10,6,10,10,0
4537909,4,Off-Road SUV,performance,19500000,7,8,0,8,8,10,0,0
1257933,7,SUV,city,10800000,10,10,0,10,10,10,0,0
4535620,6,SUV,safety,3950000,7,8,0,8,6,10,3,0
487045,5,SUV,efficiency,8500000,7,6,0,8,6,10,0,0
3957809,7,Coupe SUV,offroad,15500000,7,8,0,8,8,10,0,0
2086056,7,Convertible,luxury,9800000,4,8,0,6,0,10,0,0
4638877,6,SUV,city,10500000,7,8,0,8,10,10,0,0
2195964,7,Gran Turismo,safety,7850000,10,10,0,10,0,10,3,0
3855313,5,SUV,city,7200000,10,10,0,10,10,10,9,0
3448105,7,Hatchback,offroad,730000,10,10,3,10,0,10,10,0
3445847,5,SUV,offroad,10500000,7,8,0,8,10,10,0,0
3833479,6,SUV,safety,8300000,7,8,0,8,10,10,0,0
3445903,4,SUV,city,1450000,10,10,7,10,6,10,5,1
1326092,4,MPV,offroad,545000,3,6,10,0,0,5,10,0
2663124,6,Pickup,city,2850000,10,10,0,10,8,10,0,0
3047848,7,Coupe SUV,family,1850000,10,10,0,10,4,10,0,0
2071440,5,Sedan,offroad,15000000,10,10,0,10,4,10,0,0
3180387,4,SUV,performance,10200000,10,10,0,10,10,10,6,0
3539296,5,SUV,family,1450000,10,10,7,10,6,10,5,1
711152,4,Coupe,city,18500000,8,10,0,10,4,10,0,0
3521890,7,Coupe SUV,efficiency,950000,10,10,0,10,4,10,10,0
3505931,4,SUV,luxury,7500000,10,10,0,10,6,10,3,0
2857278,6,Compact Sedan,luxury,750000,7,10,6,6,0,10,10,0
1427288,7,Hatchback,offroad,560000,7,4,10,8,0,10,10,0
1842558,7,Sedan,safety,5000000,10,10,0,10,0,10,6,0
2313336,7,Compact Sedan,luxury,1300000,9,8,7,10,0,10,5,0
2997955,4,SUV,performance,10000000,10,10,0,10,10,10,0,0
2566123,7,SUV,luxury,5600000,7,8,0,6,6,10,0,0
2299109,5,SUV,safety,5950000,10,10,0,10,6,10,9,0
2744985,6,SUV,luxury,7400000,10,10,0,10,10,10,6,0
3379674,5,SUV,offroad,10000000,10,10,0,10,10,10,0,0
2645329,5,Crossover,city,780000,10,10,10,10,4,10,10,1
3658363,6,SUV,efficiency,7000000,7,8,0,8,10,10,0,0
3626117,4,Sedan,efficiency,8200000,10,10,0,10,0,10,3,0
4905860,7,SUV,offroad,14200000,10,10,0,10,10,10,0,0
3072719,5,Sedan,safety,6950000,7,8,0,8,0,10,0,0
3235001,4,SUV,performance,145000000,7,8,0,8,10,10,0,0
3876916,4,SUV,efficiency,10500000,7,8,0,8,10,10,0,0
2847545,6,Coupe SUV,performance,15500000,7,8,0,8,8,10,0,0
3382866,7,Crossover,efficiency,4750000,7,8,0,8,0,10,0,0
1629342,4,Sedan,safety,18500000,10,10,0,10,0,10,0,0
3211625,7,SUV,safety,17500000,7,8,0,8,10,10,0,0
3915239,5,Compact Sedan,safety,1300000,9,8,7,10,0,10,5,1
1722118,6,Sedan,performance,4950000,6,8,0,4,0,9,0,0
4273968,7,SUV,city,7500000,10,10,0,10,6,10,3,0
1383665,7,SUV,family,1400000,10,10,0,10,6,10,10,0
1144481,4,Coupe SUV,luxury,15500000,7,8,0,8,8,10,0,0
1258202,5,SUV,performance,7000000,10,10,0,10,10,10,0,0
1935540,4,SUV,safety,1400000,10,10,0,10,6,10,10,1
1527888,6,Compact Sedan,performance,650000,9,10,10,10,0,10,10,0
2488111,4,Hatchback,city,750000,6,0,6,10,0,8,0,0
1396552,4,SUV,city,24000000,7,8,0,8,10,10,0,0
1219757,7,Crossover,family,6400000,10,10,0,10,0,10,0,0
3129314,6,SUV,city,1020000,5,8,0,4,6,4,9,0
2215123,6,Compact SUV,city,850000,10,10,10,10,4,10,10,0
1001046,7,Hatchback,offroad,730000,10,10,3,10,0,10,10,0
1219518,6,SUV,efficiency,5950000,10,10,0,10,6,10,9,0
3631421,4,Crossover,luxury,1350000,10,10,0,10,4,10,5,1
4460567,5,SUV,performance,4300000,7,8,0,8,10,10,0,1
4548775,7,SUV,family,1220000,10,10,0,10,6,10,10,0
2202611,5,Sedan,luxury,17500000,10,10,0,10,0,10,0,0
4659409,7,SUV,offroad,1220000,10,10,0,10,6,10,10,0
2427093,6,Hatchback,offroad,575000,10,10,10,10,0,10,10,0
1698168,6,SUV,offroad,7150000,7,8,0,8,10,10,0,0
4951197,6,MPV,performance,1070000,10,10,4,10,4,10,10,1
2332423,6,Sedan,family,6550000,10,10,0,10,0,10,0,0
1337636,7,SUV,luxury,1120000,10,10,0,10,6,10,10,0
4515825,6,SUV,efficiency,14000000,10,10,0,10,10,10,5,0
1027870,5,Pickup,efficiency,3550000,10,10,0,8,8,10,0,0
3398964,4,SUV,efficiency,2050000,7,8,0,8,6,10,3,0
4532001,6,SUV,luxury,8500000,7,6,0,8,6,10,0,0
2122909,6,SUV,family,1020000,5,8,0,4,6,4,9,0
2677059,7,Sedan,luxury,22000000,7,8,0,8,0,10,3,0
2795279,6,Crossover,city,770000,10,10,10,10,4,10,10,0
4812649,5,SUV,efficiency,5950000,10,10,0,10,6,10,9,0
4081347,6,SUV,safety,3100000,10,10,0,10,6,10,10,0
4014146,4,SUV,city,1200000,10,10,0,10,6,10,10,0
1211495,4,SUV,luxury,1120000,10,10,0,10,6,10,10,1
4000243,7,Coupe SUV,efficiency,1850000,10,10,0,10,4,10,0,0
4263167,5,Crossover,safety,6400000,10,10,0,10,0,10,0,0
2899802,5,SUV,safety,6900000,7,8,0,8,6,10,0,0
2057873,5,Compact SUV,performance,750000,10,10,3,10,4,10,10,1
1148828,7,Micro SUV,city,630000,10,10,10,10,4,10,10,0
1137916,5,Compact SUV,luxury,625000,10,10,6,10,4,10,10,1
1924277,6,SUV,family,3800000,10,10,0,10,6,10,0,0
3200015,7,Sedan,performance,17500000,10,10,0,10,0,10,0,0
4933120,5,SUV,offroad,1020000,10,10,0,10,6,10,10,0
4332249,4,SUV,performance,1020000,10,10,0,10,6,10,10,1
1300636,4,MPV,safety,1075000,10,10,0,10,4,10,10,1
614473,7,SUV,efficiency,10500000,7,8,0,8,10,10,0,0
4662625,6,SUV,city,17800000,7,8,0,8,10,10,0,0
4272971,4,SUV,performance,1109000,10,10,0,10,6,10,10,1
2100375,7,Hatchback,performance,730000,10,10,3,10,0,10,10,0
1085429,6,SUV,efficiency,1450000,10,10,0,10,6,10,10,0
3180263,6,SUV,efficiency,10200000,10,10,0,10,6,10,0,0
1463323,5,MPV,city,1075000,10,10,0,10,4,10,10,0
1177497,5,SUV,luxury,1599000,10,10,0,10,6,10,10,0
4880922,7,MPV,offroad,1075000,10,10,0,10,4,10,10,0
4413852,7,MPV,performance,2570000,10,10,10,10,4,10,10,1
3683170,6,Compact SUV,city,850000,10,10,10,10,4,10,10,0
582134,4,Crossover,luxury,4750000,7,8,0,8,0,10,0,0
1944104,7,MPV,performance,2570000,10,10,10,10,4,10,10,0
3733142,4,Micro SUV,efficiency,645000,10,10,10,10,4,10,10,1
3254915,6,Compact Sedan,offroad,650000,9,10,10,10,0,10,10,0
2736829,4,Gran Turismo,city,7850000,10,10,0,10,0,10,3,0
1815512,6,Compact SUV,offroad,7200000,7,8,0,8,8,10,0,0
3874419,4,Off-Road SUV,city,1600000,5,6,3,8,8,4,0,0
800284,4,Sedan,efficiency,22000000,7,8,0,8,0,10,3,0
1331042,4,Off-Road SUV,safety,19500000,7,8,0,8,8,10,0,0
1989867,7,Pickup,city,2850000,10,10,0,10,8,10,0,0
2316581,5,SUV,offroad,3950000,7,8,0,8,6,10,3,0
3062356,4,SUV,family,1400000,10,10,0,10,6,10,10,1
530778,4,SUV,city,17800000,7,8,0,8,10,10,0,0
3311910,4,MPV,efficiency,1075000,10,10,0,10,4,10,10,1
2003918,4,Hatchback,city,4400000,3,8,3,4,0,9,3,0
